City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,iskateley,67.6803,53.1512,0.58,83,88,10.31,R,1675829571
285,hamilton,39.1834,-84.5333,10.6,90,100,2.57,U,1675829448
286,sivaki,52.6333,126.75,-21.08,79,18,2.65,R,1675829572
287,kaseda,31.4167,130.3167,14.78,50,31,6.37,J,1675829572
288,alto araguaia,-17.3147,-53.2153,19.79,93,73,1.88,B,1675829573
289,aranos,-24.1333,19.1167,20.59,72,73,2.38,N,1675829573
290,phan thiet,10.9333,108.1,30.65,54,12,5.11,V,1675829573
291,monaco-ville,43.731,7.4248,6.47,50,0,6.17,F,1675829574
292,ixtapa,20.7,-105.2,21.24,83,0,0.0,M,1675829381
293,faanui,-16.4833,-151.75,27.22,72,25,5.21,P,1675829574
294,geraldton,-28.7667,114.6,33.23,35,0,3.6,A,1675829574
295,sovetskiy,61.3614,63.5842,-18.13,96,100,3.22,R,1675829575
296,otradnoye,59.7775,30.8181,-0.97,86,100,4.32,R,1675829575
297,narsaq,60.9167,-46.05,-20.88,66,16,4.1,G,1675829575
298,bethel,41.3712,-73.414,3.2,85,75,0.0,U,1675829576
299,turukhansk,65.8167,87.9833,-16.14,96,100,2.4,R,1675829576
300,verkhnevilyuysk,63.4453,120.3167,-34.09,95,100,0.2,R,1675829576
301,namibe,-15.1961,12.1522,20.72,77,95,2.55,A,1675829577
302,nara,34.6851,135.8049,12.5,44,54,5.04,J,1675829577
303,broome,42.2506,-75.833,3.81,82,75,4.63,U,1675829507
304,palana,59.1167,159.9667,-23.93,97,97,4.81,R,1675829578
305,rivadavia,-33.1905,-68.4608,29.24,27,13,4.08,A,1675829578
306,bac lieu,9.285,105.7244,28.96,64,20,7.08,V,1675829578
307,sorong,-0.8833,131.25,26.92,80,100,2.97,I,1675829579
308,santiago,-33.4569,-70.6483,24.92,50,0,1.03,C,1675829346
309,vilhena,-12.7406,-60.1458,19.8,98,53,0.93,B,1675829444
310,ho chi minh city,10.75,106.6667,32.01,58,40,4.12,V,1675829396
311,fergus falls,46.283,-96.0776,-3.8,91,0,2.06,U,1675829579
312,massarosa,43.8676,10.3397,3.43,58,1,2.77,I,1675829580
313,melnik,50.3505,14.4741,-5.38,79,2,2.3,C,1675829580
314,kilindoni,-7.9139,39.6668,27.24,78,100,4.84,T,1675829580
315,esperance,-33.8667,121.9,22.28,64,71,5.54,A,1675829581
316,gao,16.6362,1.637,22.9,15,89,5.16,M,1675829581
317,araouane,18.9048,-3.5265,18.3,20,1,5.4,M,1675829582
318,hopelchen,19.7667,-89.85,22.84,82,0,2.37,M,1675829583
319,sibolga,1.7427,98.7792,29.02,56,100,0.66,I,1675829584
320,north platte,41.1239,-100.7654,-1.46,87,0,1.34,U,1675829585
321,tocopilla,-22.092,-70.1979,22.91,80,20,1.17,C,1675829513
322,wajima,37.4,136.9,4.86,85,100,7.11,J,1675829587
323,nongstoin,25.5167,91.2667,15.62,41,96,2.59,I,1675829588
324,binzhou,37.3667,118.0167,5.88,33,100,4.58,C,1675829589
325,hillsborough,37.5741,-122.3794,12.06,75,20,2.06,U,1675829592
326,dunedin,-45.8742,170.5036,16.06,48,63,7.89,N,1675829593
327,maneadero,31.7167,-116.5667,14.1,39,0,3.1,M,1675829404
328,minna,9.6139,6.5569,23.91,19,86,3.55,N,1675829595
329,jalu,29.0331,21.5482,8.74,61,81,2.77,L,1675829595
330,xiantao,30.3833,113.4,9.53,86,100,4.55,C,1675829597
331,kavaratti,10.5669,72.642,26.69,71,93,5.59,I,1675829598
332,lakes entrance,-37.8811,147.981,20.09,63,31,4.58,A,1675829600
333,richards bay,-28.783,32.0377,22.65,94,33,3.5,Z,1675829336
334,matagami,49.7502,-77.6328,-12.33,88,99,5.75,C,1675829602
335,fortuna,40.5982,-124.1573,9.51,86,100,2.57,U,1675829605
336,flin flon,54.7682,-101.865,-7.05,92,13,2.87,C,1675829606
337,jambi,-1.6,103.6167,31.29,57,99,2.0,I,1675829608
338,okha,53.5739,142.9478,-23.07,80,100,4.95,R,1675829608
339,kourou,5.1552,-52.6478,25.03,93,95,3.02,G,1675829610
340,gonc,48.4667,21.2833,-2.14,89,70,3.52,H,1675829611
341,vestmanna,62.1564,-7.1664,6.64,83,100,24.5,F,1675829613
342,kouango,4.9934,19.9619,22.86,21,16,1.14,C,1675829614
343,inuvik,68.3499,-133.7218,-28.17,97,100,2.47,C,1675829615
344,paita,-5.0892,-81.1144,24.2,81,78,3.65,P,1675829615
345,kongwa,-6.2,36.4167,17.84,95,99,0.76,T,1675829616
346,clacton-on-sea,51.7897,1.156,-0.58,71,40,1.39,G,1675829617
347,sami,13.5833,-15.2,22.14,19,20,3.21,G,1675829617
348,port lincoln,-34.7333,135.8667,24.39,53,33,4.11,A,1675829618
349,malinovoye ozero,51.6753,79.7825,-16.27,96,99,1.19,R,1675829618
350,gasa,31.5,34.4667,7.71,54,82,9.58,P,1675829618
351,nemuro,43.3236,145.575,-3.24,57,25,1.34,J,1675829619
352,zhanaozen,43.3,52.8,1.82,79,97,6.95,K,1675829619
353,amzya,56.2354,54.3868,-21.3,100,100,1.44,R,1675829620
354,juneau,58.3019,-134.4197,1.23,97,100,1.54,U,1675829620
355,stornoway,58.2093,-6.3865,7.98,79,100,18.52,G,1675829621
356,bremerton,47.5673,-122.6326,7.69,84,0,7.2,U,1675829621
357,barcelos,41.5388,-8.6151,10.08,73,83,5.92,P,1675829621
358,jacqueville,5.2052,-4.4146,26.05,86,58,2.72,C,1675829622
359,mukhen,48.1,136.1,-16.25,64,4,4.09,R,1675829542
360,kenai,60.5544,-151.2583,-2.7,82,100,8.75,U,1675829622
361,knysna,-34.0363,23.0471,19.29,86,100,2.5,Z,1675829623
362,lourdes,43.1,-0.05,1.51,93,24,1.54,F,1675829623
363,buchanan,5.8808,-10.0467,25.09,92,100,2.14,L,1675829623
364,arraial do cabo,-22.9661,-42.0278,23.7,92,100,2.26,B,1675829371
365,champerico,14.3,-91.9167,25.31,71,6,1.49,G,1675829624
366,kumluca,36.3703,30.2869,3.34,46,4,4.81,T,1675829624
367,wenling,28.3669,121.36,9.97,77,100,5.16,C,1675829565
368,husavik,66.0449,-17.3389,-4.83,73,87,7.83,I,1675829625
369,campo verde,-20.4167,-54.0667,21.08,94,84,1.21,B,1675829443
370,northam,51.0333,-4.2167,2.56,90,0,3.11,G,1675829625
371,zlatoust,55.1711,59.6508,-19.0,100,84,1.4,R,1675829626
372,gladstone,-23.85,151.25,30.44,51,100,9.77,A,1675829534
373,rurrenabaque,-14.4413,-67.5278,22.3,99,100,0.31,B,1675829626
374,san cristobal,7.7669,-72.225,20.1,78,12,0.74,V,1675829627
375,kudahuvadhoo,2.6708,72.8944,26.93,71,22,2.86,M,1675829627
376,omboue,-1.5746,9.2618,24.98,89,100,2.08,G,1675829627
377,coihaique,-45.5752,-72.0662,16.34,72,0,1.54,C,1675829628
378,muisne,0.6,-80.0333,24.91,90,31,1.98,E,1675829628
379,hattiesburg,31.3271,-89.2903,18.18,98,100,2.57,U,1675829562
380,krasnoselkup,65.7,82.4667,-32.15,100,99,1.77,R,1675829629
381,tooele,40.5308,-112.2983,-1.04,74,0,3.6,U,1675829629
382,hasaki,35.7333,140.8333,11.22,70,100,9.41,J,1675829629
383,newala,-10.9431,39.2787,19.54,96,100,1.16,T,1675829630
384,porto torres,40.835,8.3972,3.1,79,22,6.5,I,1675829630
385,vondrozo,-22.8167,47.2833,19.6,96,100,0.72,M,1675829631
386,nampula,-15.1165,39.2666,21.35,97,99,1.35,M,1675829631
387,wajid,3.8093,43.2471,22.49,65,0,7.34,S,1675829631
388,nishihara,26.1842,127.7558,22.81,68,20,7.72,J,1675829632
389,shelburne,44.0787,-80.2041,1.18,95,100,6.04,C,1675829437
390,meulaboh,4.1363,96.1285,28.73,65,69,0.52,I,1675829632
391,chumikan,54.7183,135.315,-24.81,74,57,5.97,R,1675829545
392,kijang,35.2442,129.2139,11.45,23,17,3.16,K,1675829633
393,the pas,53.8251,-101.2541,-5.19,89,26,2.75,C,1675829422
394,bud,39.447,-86.1758,7.12,82,80,2.71,U,1675829633
395,fort nelson,58.8053,-122.7002,-13.91,97,20,1.54,C,1675829634
396,marzuq,14.4,46.4667,17.99,46,18,2.39,Y,1675829634
397,ouadda,8.0777,22.4007,21.36,16,23,4.23,C,1675829635
398,slavutych,51.5196,30.7343,-11.1,96,10,1.61,U,1675829635
399,maple creek,49.9168,-109.4848,1.8,73,99,5.62,C,1675829635
400,saint-francois,46.4154,3.9054,-5.74,93,1,1.54,F,1675829636
401,camacha,33.0833,-16.3333,12.68,77,40,6.69,P,1675829636
402,jijiga,9.35,42.8,15.15,67,4,3.34,E,1675829636
403,bakchar,57.0186,82.0711,-16.27,95,87,2.04,R,1675829637
404,dhanwar,24.4167,85.9833,22.92,36,0,2.55,I,1675829637
405,redmond,47.674,-122.1215,7.97,83,42,2.68,U,1675829367
406,manggar,-2.8833,108.2667,29.0,69,100,2.53,I,1675829638
407,praia da vitoria,38.7333,-27.0667,12.64,77,93,5.44,P,1675829383
408,pocoes,-14.5297,-40.3653,16.63,98,16,1.73,B,1675829638
409,amapa,1.0,-52.0,22.16,99,100,1.06,B,1675829395
410,chihuahua,28.5,-106.0,5.67,25,0,5.45,M,1675829588
411,shenjiamen,29.9576,122.298,9.82,76,94,5.37,C,1675829639
412,boyolangu,-8.1181,111.8935,25.86,83,100,1.82,I,1675829447
413,la orilla,17.9833,-102.2333,22.65,84,0,1.36,M,1675829639
414,itaituba,-4.2761,-55.9836,22.94,99,100,0.53,B,1675829640
415,faya,18.3851,42.4509,8.29,54,5,1.35,S,1675829640
416,wattegama,6.7989,81.4808,27.69,66,95,4.32,L,1675829640
417,trapani,37.8333,12.6667,5.15,72,100,3.3,I,1675829641
418,tura,25.5198,90.2201,23.22,33,88,0.54,I,1675829641
419,sioux lookout,50.1001,-91.917,-10.73,96,47,2.48,C,1675829642
420,sarangani,5.4033,125.4636,27.07,69,95,0.71,P,1675829643
421,aksha,50.2814,113.2867,-10.51,67,29,1.53,R,1675829644
422,kano,12.0001,8.5167,19.38,22,92,3.64,N,1675829645
423,tutoia,-2.7619,-42.2744,24.34,88,100,2.45,B,1675829646
424,karratha,-20.7377,116.8463,35.55,37,35,6.21,A,1675829650
425,orange cove,36.6244,-119.3137,11.45,93,0,0.0,U,1675829651
426,atherton,53.5237,-2.4935,5.02,89,55,1.34,G,1675829652
427,iquique,-20.2208,-70.1431,22.02,80,14,0.48,C,1675829639
428,arlit,18.7369,7.3853,20.47,17,100,1.7,N,1675829653
429,temir,49.1414,57.13,-16.33,93,9,6.33,K,1675829654
430,karwar,14.8,74.1333,27.04,40,96,0.98,I,1675829655
431,sur,22.5667,59.5289,24.26,48,58,2.71,O,1675829655
432,san rafael del sur,11.8485,-86.4384,24.7,72,39,7.31,N,1675829657
433,marawi,7.9986,124.2928,26.21,57,74,3.21,P,1675829662
434,flinders,-34.5833,150.8552,21.77,89,100,1.34,A,1675829663
435,maloy,61.9353,5.1136,6.85,74,93,14.95,N,1675829664
436,torrijos,39.9819,-4.2835,4.48,78,100,6.42,E,1675829665
437,anage,-14.6122,-41.1356,20.25,85,3,1.1,B,1675829665
438,saint-pierre,-21.3393,55.4781,27.82,69,0,10.8,R,1675829666
439,bergama,39.1207,27.1805,-2.09,80,31,3.25,T,1675829669
440,constitucion,-35.3333,-72.4167,15.73,66,0,4.1,C,1675829595
441,troitsko-pechorsk,62.7084,56.1964,-9.57,94,100,4.16,R,1675829674
442,poum,-20.2333,164.0167,26.94,84,100,8.94,N,1675829675
443,ruston,32.5232,-92.6379,15.88,94,100,0.0,U,1675829675
444,lavrentiya,65.5833,-171.0,-26.28,92,97,1.46,R,1675829604
445,plainview,40.7765,-73.4673,4.92,89,100,3.09,U,1675829676
446,wanning,18.8003,110.3967,25.35,76,32,3.71,C,1675829676
447,chatellerault,46.8,0.5333,-1.6,8,4,3.06,F,1675829677
448,nadym,65.5333,72.5167,-17.54,89,100,7.69,R,1675829677
449,sydney,-33.8679,151.2073,28.12,71,51,3.13,A,1675828999
450,qandala,11.472,49.8728,24.31,77,64,1.38,S,1675829678
451,tessalit,20.1986,1.0114,19.27,14,54,4.03,M,1675829678
452,mumbwa,-14.9783,27.0619,17.33,99,100,2.4,Z,1675829679
453,yulara,-25.2406,130.9889,37.87,15,0,4.58,A,1675829395
454,seoul,37.5683,126.9778,7.66,28,0,2.96,K,1675829537
455,south venice,27.0531,-82.4243,20.01,79,40,5.14,U,1675829680
456,mogadishu,2.0371,45.3438,24.69,83,18,6.84,S,1675829680
457,grand gaube,-20.0064,57.6608,27.22,78,20,2.24,M,1675829680
458,ayan,56.45,138.1667,-26.04,58,30,2.73,R,1675829681
459,velyka bilozerka,47.2776,34.7062,-6.15,68,99,8.46,U,1675829681
460,linguere,15.3953,-15.1193,22.34,18,89,5.0,S,1675829681
461,makakilo city,21.3469,-158.0858,25.18,70,20,7.72,U,1675829497
462,saint-georges,12.0564,-61.7485,24.82,83,75,4.63,G,1675829682
463,port hawkesbury,45.6169,-61.3485,-2.45,83,78,3.58,C,1675829682
464,roald,62.5833,6.1333,8.08,49,84,11.83,N,1675829683
465,san andres,12.5847,-81.7006,27.01,78,40,7.2,C,1675829683
466,qaqortoq,60.7167,-46.0333,-25.44,68,10,3.76,G,1675829683
467,athabasca,54.7169,-113.2854,-7.08,89,91,2.02,C,1675829684
468,sinjar,36.3209,41.8754,1.48,64,70,1.71,I,1675829684
469,riyadh,24.6877,46.7219,12.08,42,19,2.3,S,1675829022
470,bilibino,68.0546,166.4372,-37.13,100,100,0.97,R,1675829685
471,mareeba,-17.0,145.4333,30.24,74,91,1.81,A,1675829685
472,wasilla,61.5814,-149.4394,-2.26,84,100,1.54,U,1675829685
473,emba,48.8264,58.1442,-15.34,91,48,6.55,K,1675829686
474,mezen,65.8522,44.24,0.53,92,90,4.77,R,1675829686
475,naze,28.3667,129.4833,16.36,65,86,6.54,J,1675829687
476,charleston,32.7766,-79.9309,13.34,85,100,1.54,U,1675828818
477,lesogorskiy,61.0455,28.9294,3.09,94,100,2.99,R,1675829687
478,umm kaddadah,13.6017,26.6876,13.26,25,11,8.25,S,1675829688
479,sisimiut,66.9395,-53.6735,-25.52,96,97,3.51,G,1675829688
480,tateyama,34.9833,139.8667,10.25,66,97,6.51,J,1675829688
481,tommot,58.9564,126.2925,-25.25,87,100,2.4,R,1675829689
482,panshi,42.9422,126.0561,-6.44,70,4,4.24,C,1675829689
483,rincon,32.296,-81.2354,13.25,82,20,0.0,U,1675829689
484,storforshei,66.4043,14.5233,4.88,65,100,2.57,N,1675829690
485,bandarbeyla,9.4942,50.8122,25.23,71,99,5.85,S,1675829690
486,kuminskiy,58.6667,66.5667,-24.77,100,97,1.85,R,1675829690
487,kirakira,-10.4544,161.9205,27.81,84,100,4.15,S,1675829691
488,dembi dolo,8.5333,34.8,15.57,35,8,2.26,E,1675829691
489,coquimbo,-29.9533,-71.3436,17.85,88,100,2.57,C,1675829692
490,santa maria,-29.6842,-53.8069,21.29,61,0,2.86,B,1675829692
491,kununurra,-15.7667,128.7333,36.99,44,4,3.6,A,1675829692
492,kuytun,54.3419,101.5036,-14.1,88,100,1.46,R,1675829693
493,nouadhibou,20.931,-17.0347,16.0,69,0,9.6,M,1675829693
494,marsabit,2.3284,37.9899,18.86,46,15,5.17,K,1675829694
495,newport,51.5877,-2.9984,2.81,88,1,1.37,G,1675829690
496,veraval,20.9,70.3667,24.28,47,6,3.68,I,1675829694
497,teguise,29.0605,-13.564,13.12,72,0,0.51,E,1675829694
498,sechura,-5.5569,-80.8222,24.52,75,78,4.25,P,1675829695
499,carnduff,49.1667,-101.8009,-2.01,89,100,4.37,C,1675829695
500,beringovskiy,63.05,179.3167,-28.98,95,69,3.45,R,1675829695
501,alekseyevka,50.6309,38.6903,-10.91,91,6,5.08,R,1675829696
502,palauig,15.435,119.9045,28.69,66,100,3.04,P,1675829696
503,murray bridge,-35.1167,139.2667,32.41,30,12,5.33,A,1675829697
504,southbridge,42.0751,-72.0334,1.06,95,100,2.24,U,1675829697
505,aden,12.7794,45.0367,24.42,69,15,4.28,Y,1675829697
506,dilla,6.41,38.31,14.83,42,3,1.72,E,1675829698
507,changji,44.0167,87.3167,-6.56,93,75,1.0,C,1675829698
508,pisco,-13.7,-76.2167,23.03,83,0,4.12,P,1675829698
509,atar,20.5169,-13.0499,14.64,29,14,4.92,M,1675829699
510,begunitsy,59.5855,29.3176,-2.53,89,100,4.92,R,1675829699
511,lexington-fayette,38.0498,-84.4585,13.91,78,100,2.57,U,1675829548
512,rawson,-43.3002,-65.1023,18.26,59,1,2.11,A,1675829699
513,svetlaya,46.5389,138.3297,-7.19,44,30,6.04,R,1675829538
514,kaeo,-35.1,173.7833,25.18,63,31,3.77,N,1675829700
515,bontang,0.1333,117.5,25.73,74,99,1.93,I,1675829700
516,morant bay,17.8815,-76.4093,25.79,84,15,5.23,J,1675829701
517,san policarpo,12.1791,125.5072,27.61,70,100,7.1,P,1675829705
518,alpena,45.0617,-83.4327,2.18,75,100,3.09,U,1675829727
519,morro bay,35.3658,-120.8499,12.09,81,92,3.25,U,1675829729
520,priladozhskiy,59.85,31.4833,-2.48,1,100,4.8,R,1675829730
521,santa fe,-31.6333,-60.7,23.28,83,0,3.45,A,1675829559
522,cuyamel,15.6667,-88.2,25.09,91,29,0.87,H,1675829733
523,san jose,37.3394,-121.895,12.21,72,0,3.6,U,1675828981
524,mwene-ditu,-7.0,23.45,18.2,97,100,1.26,C,1675829734
525,ambanja,-13.6833,48.45,23.78,90,100,1.23,M,1675829735
526,artigas,-30.4,-56.4667,24.68,35,0,3.37,U,1675829735
527,te anau,-45.4167,167.7167,13.44,50,43,4.9,N,1675829438
528,tashtyp,52.7939,89.8983,-7.15,92,92,0.58,R,1675829736
529,mitsamiouli,-11.3847,43.2844,27.34,78,100,4.58,K,1675829736
530,tunapuna,10.6333,-61.3833,23.95,87,11,2.78,T,1675829737
531,nanyang,32.9947,112.5328,8.35,72,100,6.65,C,1675829737
532,manzhouli,49.6,117.4333,-14.46,84,23,2.37,C,1675829531
533,abaete,-19.16,-45.4458,20.72,90,80,1.17,B,1675829738
534,itoigawa,37.0333,137.85,5.01,96,89,4.84,J,1675829738
535,jasdan,22.0333,71.2,24.41,29,16,3.09,I,1675829739
536,haines junction,60.7522,-137.5108,-12.03,99,35,1.52,C,1675829489
537,huaiyuan,32.973,117.1995,11.81,38,82,7.16,C,1675829743
538,greensburg,40.3015,-79.5389,9.53,95,100,4.12,U,1675829699
539,svetlogorsk,52.6333,29.7333,-12.43,97,61,1.11,B,1675829743
540,sulam,32.6061,35.3341,7.76,71,76,6.64,I,1675829744
541,lompoc,34.6391,-120.4579,10.85,87,75,4.47,U,1675829633
542,aksu,41.1231,80.2644,-1.52,55,10,1.91,C,1675829730
543,kamaishi,39.2667,141.8833,3.41,69,98,3.15,J,1675829744
544,jablanica,43.6603,17.7617,-4.96,92,10,3.04,B,1675829745
545,weyburn,49.6668,-103.8511,-4.98,92,100,2.43,C,1675829742
546,todos santos,23.45,-110.2167,19.25,25,99,4.59,M,1675829690
547,takoradi,4.8845,-1.7554,25.32,87,98,2.13,G,1675829745
548,uruzgan,32.8333,66.0,3.33,79,91,3.05,A,1675829746
549,vytegra,61.0064,36.4481,-3.65,91,100,3.99,R,1675829746
550,ville-marie,47.3335,-79.433,-0.5,92,100,3.76,C,1675829747
551,alta,69.9689,23.2717,0.59,71,20,5.14,N,1675829747
552,sabha,27.0377,14.4283,11.01,41,97,6.02,L,1675829747
553,yerbogachen,61.2767,108.0108,-24.04,97,99,1.1,R,1675829537
554,tiko,4.0745,9.3699,26.0,85,83,0.65,C,1675829748
555,rosario,-32.9468,-60.6393,26.57,52,0,0.89,A,1675829748
556,gushikawa,26.3544,127.8686,22.77,68,40,4.63,J,1675829749
557,ponta delgada,37.7333,-25.6667,12.4,87,75,5.14,P,1675829749
558,ciudad ojeda,10.1964,-71.3082,26.33,70,30,2.76,V,1675829750
559,mulege,26.8833,-111.9833,14.66,43,10,3.91,M,1675829750
560,majene,-3.5403,118.9707,31.34,56,66,3.86,I,1675829751
561,wangou,42.0623,126.9127,-6.72,64,5,3.4,C,1675829751
562,zorgo,12.2489,-0.6158,25.22,15,69,4.27,B,1675829751
563,bulgan,48.8125,103.5347,-11.79,80,8,1.13,M,1675829752
564,susanville,40.4163,-120.653,-0.09,90,0,2.06,U,1675829752
565,guerrero negro,27.9769,-114.0611,16.17,35,0,3.14,M,1675829753
566,dawson creek,55.7666,-120.2362,-5.42,90,100,1.19,C,1675829753
567,barranca,-10.75,-77.7667,22.64,81,30,2.04,P,1675829754
568,san pedro,14.35,121.0167,31.57,65,75,3.6,P,1675829754
